WHITMORE ET AL. 2005 - MODERN POLLEN DATABASE FOR NORTH AMERICA AND GREENLAND,,,,,,,,,,,,,,,,,
"For details about this database, read this metadata sheet, also see the following publications:",,,,,,,,,,,,,,,,,
"When using this database, please cite the following references:",,,,,,,,,,,,,,,,,
LONDD,[numeric],Longitude in full precision from original databases,,chill,[numeric],chilling requirement (number of days when pseudo-daily temperature was below 5C),,IGBP03,"Modal vegetation type from DISCover dataset V2, 3 x 3 km search window.  IGBP classification scheme",,4,NAPFLAG,Site where NAP is absent.,,CupXWest,[numeric],Site overlaps with ranges for western Cupressaceae Undif. species (see Thompson et al. 1999 Atlas)
LATDD,[numeric],Latitude in full precision from original databases,,mtco,[numeric],mean temperature of the coldest month of the year (NOT absolute minimum temperature),,IGBP11,"Modal vegetation type from DISCover dataset V2, 11 x 11 km search window.  IGBP classification scheme",,4.1100000000000003,NAPFLAG/OLD,,,FraxEast,[numeric],Site overlaps with ranges for eastern Fraxinus species (see Thompson et al. 1999 Atlas)
ELEVATION,[numeric],Elevation values from original databases. In meters. DEM 90m elevation values were assigned to sites without any elevations.,,mtwa,[numeric],mean temperature of the warmest month of the year (NOT absolute maximum temperature),,IGBP51,"Modal vegetation type from DISCover dataset V2, 51 x 51 km search window.  IGBP classification scheme",,4.9109999999999996,NAPFLAG/PERC/OLD,,,FraxWest,[numeric],Site overlaps with ranges for western Fraxinus species (see Thompson et al. 1999 Atlas)
POLLSUM,[numeric],pollen sum as calculated from [Abies]+…+[ Xanthium],,annp,[numeric],total annual precipitation,,IGBP101,"Modal vegetation type from DISCover dataset V2, 101 x 101 km search window.  IGBP classification scheme",,5,COMPFLAG,Sample where compositae are not broken down (I.e. Ambrosia and Artemisia are combined),,Larix,[numeric],Site overlaps with ranges for eastern Larix species (see Thompson et al. 1999 Atlas)
ABIES,[numeric],Abies - Fir,,pjanpann,[numeric],January/Annual precipitation ratio,,NLAND,Number of land pixels within search window,,5.1100000000000003,COMPFLAG/OLD,,,LarixPse,[numeric],Site overlaps with ranges for western Larix and Pseudotsuga species (see Thompson et al. 1999 Atlas)
ACNEGUNA,[numeric],Acer negundo - Box Elder,,pjulpann,[numeric],July/Annual precipitation ratio,,NPIX,Number of pixels within search window,,5.9109999999999996,COMPFLAG/PERC/OLD,,,PicEast,[numeric],Site overlaps with ranges for eastern Picea species (see Thompson et al. 1999 Atlas)
ACPENSYL,[numeric],Acer pensylvanicum - Striped Maple,,mipt,[numeric],Priestley-Taylor (alpha) parameter (AE/PE),,IGBP21_1,Fraction land surface within search window covered by Evergreen Needleleaf Forest (IGBP classification scheme),,5.5999999999999996,COMPFLAG/INCOMPSUM,,,PicWest,[numeric],Site overlaps with ranges for western Picea species (see Thompson et al. 1999 Atlas)
ACRUBRUM,[numeric],Acer rubrum - Red Maple,,aaetpt,[numeric],actual evapotranspiration (AE),,IGBP21_2,Fraction land surface within search window covered by Evergreen Broadleaf Forest (IGBP classification scheme),,6,INCOMPSUM,Incomplete pollen sum,,PinEast,[numeric],Site overlaps with ranges for eastern Pinus species (see Thompson et al. 1999 Atlas)
ACSACNUM,[numeric],Acer saccharinum - Silver Maple,,apetpt,[numeric],potential evapotranspiration (PE),,IGBP21_3,Fraction land surface within search window covered by Deciduous Needleleaf Forest (IGBP classification scheme),,7,Duplicate sample,,,PinNE,[numeric],Site overlaps with ranges for northeastern Pinus species (see Thompson et al. 1999 Atlas)
ACSACRUM,[numeric],Acer saccharum - Sugar Maple,,miptev,[numeric],alpha calculated for the evergreen pft assimilation period (days when the pseudo-daily temperature > -4 C0,,IGBP21_4,Fraction land surface within search window covered by Deciduous Broadleaf Forest (IGBP classification scheme),,8,Unusually low pollen sum,,,PinSE,[numeric],Site overlaps with ranges for southeastern Pinus species (see Thompson et al. 1999 Atlas)
ACERX,[numeric],Acer - Maple,,aaetptev,[numeric],AE calculated for the evergreen pft assimilation period,,IGBP21_5,Fraction land surface within search window covered by Mixed Forest (IGBP classification scheme),,9,PERC,Percentage <90 or >110%,,PinWest,[numeric],Site overlaps with ranges for western Pinus species (see Thompson et al. 1999 Atlas)
ALCRISPA,[numeric],Alnus crispa - Mountain Alder,,apetptev,[numeric],PE calculated for the evergreen pft assimilation period,,IGBP21_6,Fraction land surface within search window covered by Closed Shrublands (IGBP classification scheme),,10,Minckley data requiring verifcation,,,QuerEast,[numeric],Site overlaps with ranges for eastern Quercus species (see Thompson et al. 1999 Atlas)
ALRUBRA,[numeric],Alnus rubra - Red Alder,,miptev,[numeric],alpha calculated for the deciduous pft assimilation period (days when the pseudo-daily temperature > +5 C0,,IGBP21_7,Fraction land surface within search window covered by Open Shrublands (IGBP classification scheme),,11,OLD,Sites with first publication date older than 1960,,QuerWest,[numeric],Site overlaps with ranges for western Quercus species (see Thompson et al. 1999 Atlas)
ALRUGOSA,[numeric],Alnus rugosa - Speckled Alder,,aaetptev,[numeric],AE calculated for the deciduous pft assimilation period,,IGBP21_8,Fraction land surface within search window covered by Woody Savannas (IGBP classification scheme),,-999,N/A,Not avaliable,,TsugEast,[numeric],Site overlaps with ranges for eastern Tsuga species (see Thompson et al. 1999 Atlas)
ALNUSX,[numeric],Alnus - Alder,,apetptev,[numeric],PE calculated for the deciduous pft assimilation period,,IGBP21_9,Fraction land surface within search window covered by Savannas (IGBP classification scheme),,,,,,TsugWest,[numeric],Site overlaps with ranges for western Tsuga species (see Thompson et al. 1999 Atlas)
AMBROSIA,[numeric],Ambrosia - Ragweed,,miptdc,[numeric],Annual Priestly-Taylor moisture index (alpha) for deciduous assimilation period (when pseduo-daily temperatures are greater than 5C)(calculated using Cramer & Prentice approach),,IGBP21_21,Fraction land surface within search window covered by Grasslands (IGBP classification scheme),,,,,,,,
AMORPHA,[numeric],Amorpha - Leadplant,,aaetptdc,[numeric],Annual actual evapotraspiration for deciduous assimilation period (when pseduo-daily temperatures are greater than 5C)(calculated using Cramer & Prentice approach),,IGBP21_11,Fraction land surface within search window covered by Permanent Wetlands (IGBP classification scheme),,,,,,,,
ANACARDI,[numeric],Anacardiaceae - Sumac Family,,apetptdc,[numeric],Annual potential evapotraspiration for deciduous assimilation period (when pseduo-daily temperatures are greater than 5C)(calculated using Cramer & Prentice approach),,IGBP21_12,Fraction land surface within search window covered by Croplands (IGBP classification scheme),,,,,,,,
APIACEAE,[numeric],Apiaceae - Celery Family,,totsnopt,[numeric],total snow-water equivalent from bucket model (computed),,IGBP21_13,Fraction land surface within search window covered by Urban and Built-Up (IGBP classification scheme),,,,,,,,
AQUIFOLI,[numeric],Aquifoliaceae - Holly Family,,tmam,[numeric],"Mean temperature for March, April, May",,IGBP21_14,Fraction land surface within search window covered by Cropland/Natural Vegetation Mosaic (IGBP classification scheme),,,,,,,,
ARCEUTHOBI,[numeric],Arceuthobium -  Mistletoe,,tjja,[numeric],"Mean temperature for June, July, August",,IGBP21_15,Fraction land surface within search window covered by Snow and Ice (IGBP classification scheme),,,,,,,,
ARECACEAE,[numeric],Arecaceae - Palm Family,,tson,[numeric],"Mean temperature for September, October, November",,IGBP21_16,Fraction land surface within search window covered by Barren or Sparsely Vegetated (IGBP classification scheme),,,,,,,,
ARMERIA,[numeric],Armeria - Thrift,,tdjf,[numeric],"Mean temperature for December, January, February",,IGBP21_17,Fraction land surface within search window covered by Water Bodies (IGBP classification scheme)  Not included in sum so may exceed 1,,,,,,,,
ARTEMISIA,[numeric],"Artemisia - Sagebrush, Wormwood",,pmam,[numeric],"Mean precipitation for March, April, May",,NeedAvg03,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 3 x 3 km search window",,,,,,,,
ASTERX,[numeric],Asteraceae - Daisy tribe,,pjja,[numeric],"Mean precipitation for June, July, August",,NeedAvg11,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 11 x 11 km search window",,,,,,,,
ASTERCICHO,[numeric],Asteraceae subf. Cichorioideae -  Dandelion tribe,,pson,[numeric],"Mean precipitation for September, October, November",,NeedAvg21,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 21 x 21 km search window",,,,,,,,
BETULA,[numeric],Betula - Birch,,pdjf,[numeric],"Mean precipitation for December, January, February",,NeedAvg51,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 51 x 51 km search window",,,,,,,,
BORAGINACEAE,[numeric],Boraginaceae - Borage Family,,smam,[numeric],"Mean sunshine for March, April, May",,NeedAvg101,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 101 x 101 km search window",,,,,,,,
BOTRYCHIUM,[numeric],Botrychium - Grape Fern (spore),,sjja,[numeric],"Mean sunshine for June, July, August",,BroadAvg03,"Percent of land surface covered by broadleaf canopy, averaged across all pixels in 3 x 3 km search window",,,,,,,,
BRASSICACEAE,[numeric],Brassicaceae - Mustard Family,,sson,[numeric],"Mean sunshine for September, October, November",,BroadAvg11,"Percent of land surface covered by needleleaf canopy, averaged across all pixels in 11 x 11 km search window",,,,,,,,
CACTACEAE,[numeric],Cactaceae - Cactus Family,,sdjf,[numeric],"Mean sunshine for December, January, February",,BroadAvg21,"Percent of land surface covered by broadleaf canopy, averaged across all pixels in 21 x 21 km search window",,,,,,,,
CAMPANULACEA,[numeric],Campanulaceae - Bluebells,,Flag,[numeric],"ignore, legacy; similarly for ""flag"" in Table 3 AVHRR",,BroadAvg51,"Percent of land surface covered by broadleaf canopy, averaged across all pixels in 51 x 51 km search window",,,,,,,,
CAPRIFOLIA,[numeric],Caprifoliaceae - Honeysuckle Family,,,,,,BroadAvg101,"Percent of land surface covered by broadleaf canopy, averaged across all pixels in 101 x 101 km search window",,,,,,,,
CARYA,[numeric],Carya - Hickory,,,,,,WoodyAvg03,"Percent of land surface covered by woody (needle + broad) canopy, averaged across all pixels in 3 x 3 km search window",,,,,,,,
CARYOPHYLL,[numeric],Caryophyllaceae - Chickweed Family,,,,,,WoodyAvg11,"Percent of land surface covered by woody (needle + broad) canopy, averaged across all pixels in 11 x 11 km search window",,,,,,,,
CASTANEA,[numeric],Castanea - Chestnut,,,,,,WoodyAvg21,"Percent of land surface covered by woody (needle + broad) canopy, averaged across all pixels in 21 x 21 km search window",,,,,,,,
CEANOTHUS,[numeric],Ceanothus - New Jersey Tea,,,,,,WoodyAvg51,"Percent of land surface covered by woody (needle + broad) canopy, averaged across all pixels in 51 x 51 km search window",,,,,,,,
CELTIS,[numeric],Celtis - Hackberry,,,,,,WoodyAvg101,"Percent of land surface covered by woody (needle + broad) canopy, averaged across all pixels in 101 x 101 km search window",,,,,,,,
CEPHALANTH,[numeric],Cephalanthus - Button Bush,,,,,,,,,,,,,,,
CERCOCAR,[numeric],Cercocarpus - Mahogany,,,,,,,,,,,,,,,
CHENOAMX,[numeric],Chenopodiaceae/Amaranthaceae - Goosefoot/Pigweed Families,,,,,,,,,,,,,,,
CHRYSOLEP,[numeric],Chrysolepis/Lithocarpus - Chinquapin,,,,,,,,,,,,,,,
CORNUS,[numeric],Cornus - Dogwood,,,,,,,,,,,,,,,
CORYLUS,[numeric],Corylus - Hazel,,,,,,,,,,,,,,,
CUPRESSA,[numeric],Cupressaceae - Cedar Family,,,,,,,,,,,,,,,
CYPERACE,[numeric],Cyperaceae - Sedge,,,,,,,,,,,,,,,
DODECATH,[numeric],Dodecatheon - Shooting Star,,,,,,,,,,,,,,,
DRYAS,[numeric],Dryas - Mountain Avens,,,,,,,,,,,,,,,
ELAEAGNX,[numeric],Elaeagnaceae - Oleaster Family,,,,,,,,,,,,,,,
EPHEDRA,[numeric],Ephedra - Mexican Tea,,,,,,,,,,,,,,,
EQUISETU,[numeric],Equisetum - Horsetails (spore),,,,,,,,,,,,,,,
ERILEDCH,[numeric],Ericaceae Chamaedaphne/Ledum - Leather Leaf/Labrador Tea,,,,,,,,,,,,,,,
ERIVACCI,[numeric],Ericaceae Vaccinium - Blueberry,,,,,,,,,,,,,,,
ERICACEX,[numeric],Ericaceae - Heath Family,,,,,,,,,,,,,,,
ERICALES,[numeric],Ericales - Ericales Order,,,,,,,,,,,,,,,
ERIOGONUM,[numeric],Eriogonum - Buckwheat,,,,,,,,,,,,,,,
EUPHORB,[numeric],Euphorbiaceae - Spurge Family,,,,,,,,,,,,,,,
FABACEAE,[numeric],Fabaceae - Pea Family,,,,,,,,,,,,,,,
FAGUS,[numeric],Fagus - Beech,,,,,,,,,,,,,,,
FRAXNIGR,[numeric],Fraxinus nigra - Black Ash,,,,,,,,,,,,,,,
FRAXPNAM,[numeric],Fraxinus pennsylvanica/americana - White/Green Ash,,,,,,,,,,,,,,,
FRAXINUX,[numeric],Fraxinus - Ash,,,,,,,,,,,,,,,
IVA,[numeric],Iva - Marsh Elder,,,,,,,,,,,,,,,
JUGCINER,[numeric],Juglans Cinerea - Butternut,,,,,,,,,,,,,,,
JUGNIGRA,[numeric],Juglans Nigra - Balck Walnut,,,,,,,,,,,,,,,
JUGLANSX,[numeric],Juglans -  Walnut Family,,,,,,,,,,,,,,,
KOENISLD,[numeric],Koenigia islandica - in Polygonaceae,,,,,,,,,,,,,,,
LAMIACEAE,[numeric],Lamiaceae - Mint Family,,,,,,,,,,,,,,,
LARIXPSEU,[numeric],Larix/Pseudotsuga - Larch/Douglas Fir,,,,,,,,,,,,,,,
LARREA,[numeric],Larrea - Creosote Family,,,,,,,,,,,,,,,
LILIACEAE,[numeric],Liliaceae - Lily Family,,,,,,,,,,,,,,,
LIQUIDAM,[numeric],Liquidambar - Sweet Gum,,,,,,,,,,,,,,,
LIRIODEN,[numeric],Liriodendron - Tulip Tree,,,,,,,,,,,,,,,
LYCOANNO,[numeric],Lycopodium annotinum - Club moss,,,,,,,,,,,,,,,
LYCOCLAV,[numeric],Lycopodium clavatum - Club moss,,,,,,,,,,,,,,,
LYCOCOMP,[numeric],Lycopodium complanatum - Club moss,,,,,,,,,,,,,,,
LYCOSELA,[numeric],Lycopodium selago - Club moss,,,,,,,,,,,,,,,
LYCOPODX,[numeric],Lycopodium undifferentiated - Club moss,,,,,,,,,,,,,,,
MAGNOLIACE,[numeric],Magnoliaceae - Umbrella Tree Family,,,,,,,,,,,,,,,
MALVACEAE,[numeric],Malvaceae - Mallow Family,,,,,,,,,,,,,,,
MORACEAX,[numeric],Moraceae - Mulberry Family,,,,,,,,,,,,,,,
MYRICACX,[numeric],Myricaceae - Myrtle Family,,,,,,,,,,,,,,,
NYSSA,[numeric],Nyssa - Sour Gum,,,,,,,,,,,,,,,
ONAGRACEAE,[numeric],Onagraceae - Evening Primerose Family,,,,,,,,,,,,,,,
OSMUNDACEA,[numeric],Osmundaceae - Royal Fern Family,,,,,,,,,,,,,,,
OSTRYCAR,[numeric],"Ostrya/Carpinus - Hop/Hornbeam, Ironwood",,,,,,,,,,,,,,,
OXYRIA,[numeric],Oxyria - Mountain Sorrel,,,,,,,,,,,,,,,
PAPAVERX,[numeric],Papaveraceae - Poppy Family,,,,,,,,,,,,,,,
PEDICULARI,[numeric],Pedicularis - Louse Wort,,,,,,,,,,,,,,,
PICGLAUC,[numeric],Picea glauca - White Spruce,,,,,,,,,,,,,,,
PICMARIA,[numeric],Picea mariana - Black Spruce,,,,,,,,,,,,,,,
PICEAX,[numeric],Picea - Spruce,,,,,,,,,,,,,,,
PINDIPLO,[numeric],Pinus diploxylon - Hard Pines,,,,,,,,,,,,,,,
PINHAPLO,[numeric],Pinus haploxylon - Soft Pines,,,,,,,,,,,,,,,
PINUSX,[numeric],Pinus - Pine undifferentiated,,,,,,,,,,,,,,,
PLANTAGINX,[numeric],Plantaginaceae - Plantain Family,,,,,,,,,,,,,,,
PLATANUS,[numeric],Platanus - Sycamore,,,,,,,,,,,,,,,
POACEAE,[numeric],Poaceae - Grass,,,,,,,,,,,,,,,
POLEMONI,[numeric],Polemoniaceae - Phlox Family,,,,,,,,,,,,,,,
POLYGONAX,[numeric],Polygonaceae - Buckwheat undifferentiated,,,,,,,,,,,,,,,
POLYGBIS,[numeric],Polygonum bistortoides,,,,,,,,,,,,,,,
POLYGONMX,[numeric],Polygonum undifferentiated - Knotweed,,,,,,,,,,,,,,,
POLYGVIV,[numeric],Polygonum viviparum - Bistort,,,,,,,,,,,,,,,
POLYPOD,[numeric],Polypodiaceae - Fern Family,,,,,,,,,,,,,,,
POPULUS,[numeric],"Populus - Poplar, Aspen",,,,,,,,,,,,,,,
POTENTILLA,[numeric],Potentilla - Cinquefoil,,,,,,,,,,,,,,,
PROSOPIS,[numeric],Prosopis - Mesquite,,,,,,,,,,,,,,,
PTERIDIUM,[numeric],Pteridium - Bracken (fern),,,,,,,,,,,,,,,
QUERCUS,[numeric],Quercus - Oak,,,,,,,,,,,,,,,
RANUNCUL,[numeric],Ranunculaceae - Buttercup Family,,,,,,,,,,,,,,,
RHAMNACEAE,[numeric],Rhamnaceae/Vitaceae - Buckthorn/Grape,,,,,,,,,,,,,,,
ROSACEAX,[numeric],Rosaceae - Rose Family,,,,,,,,,,,,,,,
RUBIACEAE,[numeric],Rubiaceae - Bedstraw Family,,,,,,,,,,,,,,,
RUBUS,[numeric],"Rubus - Raspberry, Cloudberry",,,,,,,,,,,,,,,
RUMEX,[numeric],Rumex - Sorrel,,,,,,,,,,,,,,,
RUMEOXYR,[numeric],Rumex/Oxyria - Sorrel/Mountainsorrel,,,,,,,,,,,,,,,
SALIX,[numeric],Salix - Willow,,,,,,,,,,,,,,,
SANGUI,[numeric],Sanguisorba - American Burnet,,,,,,,,,,,,,,,
SARCOBATUS,[numeric],Sarcobatus - Greasewood,,,,,,,,,,,,,,,
SXFRACER,[numeric],Saxifraga cernua - Nodding Saxifrage,,,,,,,,,,,,,,,
SXFRAHIE,[numeric],Saxifraga hieracifolia,,,,,,,,,,,,,,,
SXFRAOPP,[numeric],Saxifraga oppositifolia - Purple Saxifrage,,,,,,,,,,,,,,,
SXFRATRI,[numeric],Saxifraga tricuspidata - Prickled Saxifrage,,,,,,,,,,,,,,,
SXFRAGAX,[numeric],Saxifragaceae - Saxifrage Family,,,,,,,,,,,,,,,
SCROPHUL,[numeric],Scrophulariaceae - Figwort Family,,,,,,,,,,,,,,,
SELAGINE,[numeric],Selaginella -Club moss,,,,,,,,,,,,,,,
SHEPHERDIA,[numeric],Shepherdia canadensis - Soapberry,,,,,,,,,,,,,,,
SPHAGNUM,[numeric],Sphagnum - Peat moss,,,,,,,,,,,,,,,
TAXODIUM,[numeric],Taxodium - Cypress,,,,,,,,,,,,,,,
TAXUS,[numeric],Taxus - Yew,,,,,,,,,,,,,,,
THALICTRUM,[numeric],Thalictrum - Meadow Rue,,,,,,,,,,,,,,,
TILIA,[numeric],Tilia - Basswood,,,,,,,,,,,,,,,
TSUGHETE,[numeric],Tsuga heterophylla - Western Hemlock,,,,,,,,,,,,,,,
TSUGMERT,[numeric],Tsuga mertensiana - Mountain Hemlock,,,,,,,,,,,,,,,
TSUGAX,[numeric],Tsuga - Hemlock unifferentiated,,,,,,,,,,,,,,,
ULMUS,[numeric],Ulmus - Elm,,,,,,,,,,,,,,,
URTICACX,[numeric],Urticaceae - Nettle Family,,,,,,,,,,,,,,,
XANTHIUM,[numeric],Xanthium - Cocklebur types,,,,,,,,,,,,,,,
DEPENV,[string],Unique four character identifier for depositional environment for modern sample.,,,,,,,,,,,,,,,
DESCRENV,[string],"Descritption of depositional environment for the modern entity site (e.g. ""Bog"", ""Lacustrine""...)",,,,,,,,,,,,,,,
